customerID,tenure,MonthlyCharges,ChurnRisk,ChurnProbability
0013-EXCHZ,3,83.9,1,0.93720764
5982-FPVQN,37,95.15,1,0.8560817
9107-UKCKY,61,79.8,1,0.9011861
4654-ULTTN,70,74.8,0,0.11277379
5550-VFRLC,1,69.85,1,0.9082823
5546-BYZSM,41,20.45,1,0.9744598
1492-KGETH,70,78.35,1,0.95154816
4929-BSTRX,1,53.55,1,0.9336178
4163-HFTUK,51,19.1,1,0.92471707
8215-NGSPE,42,20.0,0,0.16323856
2225-ZRGSG,70,93.9,0,0.1530725
8859-YSTWS,48,19.95,1,0.958358
5271-YNWVR,68,113.15,0,0.0525425
7601-DHFWZ,48,24.0,0,0.20397538
2657-ALMWY,26,84.95,1,0.9614219
6330-JKLPC,11,80.5,1,0.97343653
4667-OHGKG,1,19.3,1,0.9421188
1998-VHJHK,27,19.15,1,0.92471707
1707-HABPF,46,91.3,1,0.9244883
1660-HSOOQ,1,49.65,1,0.9350587
7253-UVNDW,46,54.35,0,0.36944437
0487-VVUVK,25,19.15,1,0.93061644
7228-OMTPN,4,88.45,1,0.8784171
5063-IUOKK,13,19.75,0,0.16323856
4508-OEBEY,31,75.5,1,0.93721306
0027-KWYKW,23,83.75,1,0.8688998
2308-STERM,2,19.4,1,0.9744598
5982-XMDEX,65,26.5,0,0.20911789
6284-AHOOQ,22,90.5,1,0.97519344
6051-PTVNS,55,19.15,1,0.9626155
2344-JMOGN,9,94.85,1,0.9267167
3799-ISUZQ,7,69.95,1,0.9792311
2877-VDUER,35,40.9,1,0.8855772
9152-AMKAK,6,80.25,0,0.08977625
1794-HBQTJ,1,48.6,1,0.9874319
9432-VOFYX,17,70.8,1,0.88443696
8049-WJCLQ,10,60.2,1,0.96775025
6586-PSJOX,15,55.2,1,0.9373663
2460-FPSYH,40,55.8,1,0.89012617
9705-ZJBCG,13,54.15,1,0.9114964
4818-DRBQT,29,80.15,1,0.97343653
1320-HTRDR,3,75.5,1,0.85996425
6847-KJLTS,58,100.4,1,0.9782341
9670-BPNXF,45,62.55,1,0.8740983
3913-FCUUW,72,70.45,0,0.15265948
3301-VKTGC,68,85.5,1,0.8361531
1493-AMTIE,1,20.2,1,0.9915046
9555-SAHUZ,38,54.5,1,0.9685979
0816-TSPHQ,2,20.75,1,0.9744598
9932-WBWIK,11,20.35,1,0.9744598
4619-EVPHY,20,91.0,1,0.96450746
5286-YHCVC,72,104.8,0,0.34785423
6424-ELEYH,3,74.75,1,0.9512381
4391-RESHN,23,104.05,1,0.9128583
9115-YQHGA,40,51.1,1,0.95262307
4462-CYWMH,62,89.8,1,0.97343653
8963-MQVYN,22,20.55,1,0.93061644
2458-EOMRE,11,64.05,1,0.9911862
9334-GWGOW,7,74.85,1,0.85996425
6821-BUXUX,13,96.65,1,0.82530385
5028-HTLJB,1,20.05,1,0.97885895
9801-GDWGV,39,103.45,1,0.8652262
6542-LWGXJ,3,25.0,1,0.9669038
5567-GZKQY,58,20.3,0,0.22415116
1222-LRYKO,6,26.35,1,0.9712971
2320-JRSDE,1,19.9,1,0.9421188
2087-QAREY,22,54.7,1,0.9150992
0601-WZHJF,14,46.35,1,0.9637876
4423-JWZJN,64,90.25,1,0.96249735
5143-WMWOG,1,19.95,1,0.97885895
6490-FGZAT,6,20.65,1,0.9744598
5393-RXQSZ,1,79.6,1,0.9699223
7452-FOLON,39,25.45,1,0.9532971
2320-TZRRH,20,19.5,1,0.92471707
0231-LXVAP,1,75.9,1,0.9470749
9444-JTXHZ,1,76.2,1,0.9699223
4942-VZZOM,64,66.15,1,0.84132934
5510-BOIUJ,1,19.25,1,0.97885895
7502-BNYGS,46,69.1,1,0.9712592
4291-HYEBC,28,39.1,1,0.90918165
6147-CBCRA,33,20.05,1,0.9744598
6047-SUHPR,39,59.8,1,0.85594076
4471-KXAUH,42,84.3,1,0.91733336
9752-ZNQUT,1,48.6,1,0.9330961
7638-QVMVY,7,79.0,1,0.8920071
1576-PFZIW,70,105.35,0,0.17894098
5666-MBJPT,65,25.1,0,0.21700123
7312-XSBAT,1,49.75,1,0.9755574
3096-GKWEB,18,94.75,1,0.85288155
2371-JQHZZ,24,93.0,1,0.85288155
0674-GCDXG,63,71.9,0,0.16258448
1121-QSIVB,44,77.55,1,0.91248465
4396-KLSEH,4,19.85,1,0.93061644
3244-DCJWY,1,70.25,1,0.9082823
2824-MYYBN,37,95.25,1,0.8688998
0875-CABNR,10,84.6,1,0.9604926
6345-HOVES,34,25.05,1,0.98381895
8318-LCNBW,35,53.15,1,0.9558247
6469-QJKZW,4,20.15,1,0.9744598
0147-ESWWR,39,101.25,1,0.9229363
1217-VASWC,43,100.55,1,0.95837504
7812-FZHPE,17,24.1,1,0.9712971
6370-ZVHDV,61,25.3,0,0.20911789
5915-DGNVC,49,71.8,1,0.91889703
6260-XLACS,4,19.7,1,0.92471707
3566-CAAYU,64,49.85,0,0.27437967
4983-CCWMC,3,69.6,1,0.88443696
9103-CXVOK,1,19.75,1,0.97885895
2896-TBNBE,40,80.8,1,0.8828326
4797-AXPXK,1,60.0,1,0.9618735
5229-PRWKT,8,86.55,1,0.85996425
6982-UQZLY,1,20.85,1,0.9421188
2522-WLNSF,34,64.2,1,0.94755363
3841-CONLJ,1,35.0,1,0.9742286
5057-LCOUI,39,50.75,1,0.9113395
0193-ESZXP,58,105.5,1,0.90824234
4475-NVTLU,45,19.2,0,0.16323856
4369-HTUIF,6,85.15,1,0.9790395
9386-LDCZR,43,90.65,1,0.8182275
9585-KKMFD,41,20.0,0,0.12909752
5399-ZIMKF,5,74.65,1,0.8811393
0336-KXKFK,72,61.2,0,0.09888332
5619-XZZKR,4,19.95,1,0.92471707
3948-FVVRP,9,54.8,1,0.98347694
5327-XOKKY,72,73.45,0,0.2663468
0983-TATYJ,33,51.45,1,0.8201351
1813-JYWTO,72,80.45,0,0.17654328
0156-FVPTA,22,54.2,1,0.95267075
1984-FCOWB,70,109.5,1,0.8730498
0654-HMSHN,21,104.4,1,0.94969213
6719-OXYBR,15,85.3,1,0.95922744
3312-ZWLGF,29,79.3,1,0.91733336
6476-YHMGA,15,76.5,1,0.9922914
5287-QWLKY,71,105.1,1,0.9390433
0795-XCCTE,72,25.4,0,0.20911789
0168-XZKBB,19,86.85,1,0.8688998
3785-NRHYR,1,19.65,1,0.97885895
5196-SGOAK,1,75.7,1,0.90559226
4537-DKTAL,2,45.55,1,0.9705358
7072-MBHEV,11,78.1,1,0.9512381
5602-BVFMK,12,19.3,1,0.92471707
6297-NOOPG,70,110.5,0,0.16528076
1891-UAWWU,20,90.8,1,0.95571697
8204-TIFGJ,23,20.3,1,0.9840964
8050-DVOJX,49,81.35,0,0.17771581
6108-OQZDQ,4,97.95,1,0.8652262
0363-QJVFX,32,108.15,1,0.9543875
8903-XEBGX,2,55.3,1,0.91754293
8169-SAEJD,69,56.55,0,0.1812176
9840-DVNDC,6,80.5,1,0.95604247
1089-XZWHH,24,19.7,0,0.12909752
2325-WINES,32,104.05,1,0.9326014
6064-ZATLR,27,52.85,0,0.2167787
3096-JRDSO,27,104.3,1,0.9798218
7824-PANSQ,58,80.65,1,0.98752767
8042-JVNFH,1,71.35,1,0.9082823
9648-BCHKM,18,24.65,0,0.16297373
2888-ADFAO,47,21.3,0,0.23808008
8707-HOEDG,70,110.2,0,0.16528076
3374-LXDEV,13,89.4,1,0.9730709
4072-IPYLT,36,51.05,1,0.9901748
7167-PCEYD,67,19.8,0,0.12909752
4936-YPJNK,10,19.9,1,0.93061644
1580-BMCMR,19,87.3,1,0.85745573
4817-KEQSP,71,19.85,0,0.2296556
6408-WHTEF,72,89.4,0,0.06898519
9251-AWQGT,48,20.0,0,0.16323856
8749-CLJXC,1,20.05,1,0.97885895
7989-VCQOH,18,83.25,1,0.9814518
5049-GLYVG,1,20.6,1,0.97885895
4199-QHJNM,67,102.9,0,0.33990705
8882-TLVRW,69,39.1,0,0.11927016
5883-GTGVD,19,99.95,1,0.8488372
5135-GRQJV,72,114.5,0,0.0525425
2384-OVPSA,38,20.2,0,0.16323856
1371-WEPDS,40,55.8,1,0.95538074
3580-GICBM,61,24.2,0,0.11619615
4817-QRJSX,10,81.0,1,0.94973826
9730-DRTMJ,32,72.8,1,0.82296604
4686-UXDML,21,99.85,1,0.95080173
3349-ANQNH,59,99.5,1,0.89405864
2398-YPMUR,13,70.15,1,0.88443696
0932-YIXYU,47,20.25,0,0.22415116
7480-SPLEF,69,26.0,0,0.21700123
7636-XUHWW,2,19.9,1,0.9730215
1431-CYWMH,22,19.05,1,0.98833627
5937-EORGB,15,96.5,1,0.81010514
6349-JDHQP,53,19.85,0,0.22415116
5539-HIVAK,28,25.7,1,0.9712971
5847-MXBEO,22,20.3,1,0.92471707
9985-MWVIX,1,70.15,1,0.9082823
4583-PARNH,16,91.55,1,0.93256646
1116-FRYVH,48,39.4,0,0.11927016
1421-HCERK,30,105.7,1,0.97627026
9633-XQABV,3,70.25,1,0.88443696
0716-BQNDX,57,93.75,0,0.11304562
1265-XTECC,68,96.55,1,0.89239323
1183-CANVH,23,60.0,1,0.94755363
1972-XMUWV,65,59.8,0,0.2599701
8679-LZBMD,44,90.65,1,0.95962816
3407-JMJQQ,71,109.0,0,0.14538875
6252-DFGTK,37,68.1,1,0.9108726
1539-LNKHM,12,20.4,1,0.9744598
8645-KOMJQ,69,81.95,0,0.33069012
0289-IVARM,35,60.55,1,0.9685979
9761-XUJWD,5,65.6,1,0.9872004
4057-FKCZK,58,82.5,0,0.37133706
4291-TPNFG,72,82.3,0,0.16258448
6087-YPWHO,72,68.15,0,0.11927016
3090-QFUVD,1,20.3,1,0.9937577
2237-ZFSMY,39,95.55,1,0.69393855
1722-LDZJS,53,20.2,1,0.9626155
1818-ESQMW,27,89.2,1,0.93256646
4871-JTKJF,1,69.65,1,0.9082823
1415-YFWLT,1,89.3,1,0.9092862
7401-RUBNK,18,74.8,1,0.95891
0506-YLVKJ,46,20.2,0,0.12909752
8661-BOYNW,72,84.4,0,0.11147016
6711-VTNRE,36,87.55,1,0.93256646
4815-GBTCD,4,25.15,1,0.90799767
2805-AUFQN,25,19.8,0,0.22415116
0980-PVMRC,40,50.85,1,0.90873027
7233-DRTRF,63,102.4,1,0.8488372
3500-RMZLT,15,96.3,1,0.9188791
3873-NFTGI,14,55.5,1,0.96487993
1162-ECVII,72,109.75,0,0.3014341
7048-GXDAY,39,106.4,1,0.8051534
8571-ZCMCX,47,60.0,0,0.12953769
1169-WCVAK,19,88.8,1,0.9589979
4548-SDBKE,5,85.2,1,0.8688998
8066-POXGX,13,35.1,1,0.90799767
7129-CAKJW,17,80.05,1,0.98554206
8695-ARGXZ,34,75.55,1,0.85996425
3570-YUEKJ,42,49.55,1,0.9150992
4143-OOBWZ,5,81.3,1,0.8560817
1555-HAPSU,71,23.9,0,0.20397538
1697-NVVGY,19,66.4,1,0.989805
7854-EKTJL,2,19.6,1,0.93061644
8464-EETCQ,57,18.8,0,0.22415116
2419-FSORS,72,108.4,0,0.14762732
8132-YPVBX,6,85.95,1,0.8811393
9102-IAYHT,17,85.45,1,0.85996425
6754-LZUKA,61,80.9,0,0.42157724
3422-LYEPQ,1,71.0,1,0.9082823
8099-MZPUJ,48,111.8,0,0.1401203
0787-LHDYT,16,20.6,1,0.9730215
2642-DTVCO,9,85.05,1,0.85996425
0374-IOEGQ,3,44.6,1,0.9705358
4361-JEIVL,1,44.4,1,0.9350587
3197-NNYNB,65,105.1,0,0.34293947
3396-DKDEL,70,115.15,0,0.08583475
1752-OZXFY,60,59.8,1,0.7710062
9066-QRSDU,69,26.3,1,0.8811783
9112-WSNPU,35,70.55,1,0.9614219
9867-NNXLC,22,20.05,1,0.93061644
5321-NTRKC,66,79.85,0,0.42157724
1363-TXLSL,1,70.3,1,0.9082823
9507-EXLTT,1,79.35,1,0.9891249
3161-GETRM,34,90.05,1,0.9512381
0402-OAMEN,72,24.45,0,0.20911789
6933-VLYFX,31,59.95,1,0.9004886
6754-WKSHP,30,25.35,1,0.9532971
9846-GKXAS,9,90.8,1,0.9796839
6017-PPLPX,20,70.45,1,0.88443696
4976-LNFVV,19,34.3,1,0.96812004
5055-MGMGF,65,105.05,1,0.8298517
4641-FROLU,30,19.3,0,0.16323856
2862-JVEOY,6,19.15,1,0.92471707
2969-QWUBZ,2,51.4,1,0.9681809
9822-BIIGN,53,71.85,1,0.9809579
2077-MPJQO,7,75.4,1,0.85996425
1534-OULXE,61,49.7,1,0.9153725
7136-RVDTZ,70,45.25,1,0.9039883
2971-SGAFL,13,78.75,1,0.8932048
1480-IVEVR,35,81.6,1,0.91639364
2905-KFQUV,2,70.4,1,0.9604926
4581-SSPWD,3,75.8,1,0.85996425
3370-HXOPH,3,76.1,1,0.9523744
9391-YZEJW,62,94.0,1,0.96016276
9958-MEKUC,72,103.95,0,0.15878275
0281-CNTZX,63,19.95,0,0.23808008
6927-WTFIV,20,71.3,1,0.9850187
4118-CEVPF,35,110.8,1,0.9077339
3398-ZOUAA,21,69.1,1,0.88443696
9114-VEPUF,62,96.1,1,0.89552957
7876-BEUTG,15,48.8,1,0.89928263
2338-BQEZT,55,50.55,1,0.9767719
9873-MNDKV,11,44.65,1,0.91754293
0378-NHQXU,17,88.25,1,0.95571697
8241-JUIQO,61,19.45,1,0.958358
2194-IIQOF,71,89.3,0,0.17581026
4512-ZUIYL,2,70.0,1,0.98836577
9631-RXVJM,35,19.25,0,0.16323856
9584-EXCDZ,17,70.5,1,0.98836577
7969-AULMZ,21,97.35,1,0.8688998
5093-FEGLU,47,19.65,0,0.2296556
2621-UDNLU,3,20.85,1,0.9744598
7526-IVLYU,3,19.65,1,0.93061644
2428-HYUNX,44,19.35,0,0.18001103
9214-EKVXR,1,44.0,1,0.9350587
3410-MHHUM,44,94.4,1,0.93493
0568-ONFPC,5,25.9,1,0.98210514
0733-VUNUW,24,55.65,1,0.98585594
4550-EVXNY,1,69.65,1,0.9082823
2122-YWVYA,18,75.4,1,0.85745573
2968-SSGAA,10,100.6,1,0.8688998
2296-DKZFP,65,71.0,0,0.2297421
4844-JJWUY,1,86.0,1,0.90559226
6777-TGHTM,53,106.95,1,0.89750457
8909-BOLNL,3,21.2,1,0.92471707
6603-YRDCJ,33,61.05,0,0.09585422
3538-WZPHD,3,29.6,1,0.90530026
3229-USWAR,34,79.95,1,0.9526584
2138-VFAPZ,14,19.7,0,0.12909752
6131-JLWZM,13,20.3,1,0.93061644
4785-QRJHC,46,59.9,1,0.95635647
0269-XFESX,23,24.35,1,0.9159262
1709-EJDOX,47,19.75,0,0.16323856
4316-XCSLJ,17,50.3,1,0.91445166
8610-WFCJF,49,95.6,1,0.8688998
9693-XMUOB,59,50.25,1,0.89700174
0383-CLDDA,69,85.35,0,0.11147016
4905-JEFDW,11,41.6,1,0.8141
2709-UQGNP,10,51.65,1,0.91445166
3549-ZTMNH,12,24.0,0,0.21700123
7881-INRLC,45,100.85,1,0.9441473
8033-ATFAS,39,59.85,1,0.9205684
1635-NZATJ,71,25.45,0,0.20397538
0562-HKHML,71,23.9,0,0.20397538
8277-RVRSV,33,24.15,1,0.9580493
9943-VSZUV,67,75.7,1,0.85996425
0117-LFRMW,37,40.2,1,0.9900738
6172-FECYY,49,84.5,1,0.94969213
7054-ENNGU,9,50.85,1,0.9705358
1455-HFBXA,52,91.6,0,0.08111727
9402-CXWPL,70,98.9,1,0.93941903
1628-BIZYP,1,85.0,1,0.90559226
1965-AKTSX,14,78.95,1,0.8560817
0082-LDZUE,1,44.3,1,0.9350587
4786-UKSNZ,1,20.2,1,0.97885895
5343-SGUBI,52,80.2,1,0.7789001
0856-NAOES,6,60.9,1,0.96775025
1976-AZZPJ,7,34.2,1,0.9647356
7248-VZQLC,47,85.2,1,0.97343653
6156-UZDLF,26,87.15,1,0.82292
3099-OONVS,25,54.3,1,0.9830746
9500-WBGRP,69,19.1,0,0.12909752
5183-KLYEM,72,112.75,0,0.08583475
5144-PQCDZ,4,19.95,1,0.93061644
8514-VZHEB,59,19.5,0,0.16323856
6625-IUTTT,67,65.55,0,0.2297421
9355-NPPFS,26,78.8,1,0.88443696
0068-FIGTF,27,78.2,1,0.9493965
5965-GGPRW,72,105.25,0,0.16628994
8035-PWSEV,6,89.25,1,0.93256646
2236-HILPA,62,20.65,0,0.22415116
1840-BIUOG,20,68.7,1,0.78111696
1356-MKYSK,6,78.65,1,0.9916087
6080-LNESI,51,24.75,0,0.14750312
1830-IPXVJ,61,19.75,0,0.22415116
5828-DWPIL,62,89.1,1,0.81403285
8398-TBIYD,72,84.7,0,0.118818246
0011-IGKFF,13,98.0,1,0.87497175
4192-GORJT,5,94.45,1,0.8784171
6496-SLWHQ,3,105.0,1,0.8488372
9912-GVSEQ,26,93.85,1,0.8560817
2931-FSOHN,13,59.9,1,0.9075717
9418-RUKPH,38,19.95,0,0.12909752
5383-MMTWC,8,84.0,1,0.85996425
9971-ZWPBF,34,108.9,1,0.9102893
4712-AUQZO,18,33.6,1,0.9647356
9711-FJTBX,56,85.85,1,0.7696697
2908-ZTPNF,36,34.85,1,0.9855921
7240-ETPTR,9,48.75,1,0.9113395
2202-CUYXZ,1,84.85,1,0.89762115
5995-OIGLP,12,56.65,1,0.9830746
8421-WZOOW,57,95.3,1,0.9691279
6261-RCVNS,42,73.9,1,0.9612015
7951-QKZPL,33,24.5,0,0.11619615
1414-YADCW,70,84.6,0,0.16928409
8756-RDDLT,68,44.95,1,0.98140955
2862-PFNIK,1,24.7,1,0.92738056
5816-QVHRX,37,100.3,1,0.9859803
4430-YHXGG,4,25.45,1,0.92245656
6888-SBYAI,1,50.7,1,0.9325758
7395-XWZOY,20,55.0,1,0.97288597
7169-YWAMK,72,68.4,0,0.1676639
3640-PHQXK,31,89.9,1,0.85996425
6877-LGWXO,18,78.55,1,0.9614219
6859-RKMZJ,11,55.05,1,0.98338366
2729-VNVAP,33,19.8,0,0.22415116
2957-JIRMN,62,84.45,1,0.8782338
2049-BAFNW,1,35.9,1,0.98557186
3842-QTGDL,16,80.75,1,0.9883835
7163-OCEQI,22,78.65,1,0.8879064
9782-LGXMC,49,61.75,1,0.9927073
5975-BAICR,36,63.7,1,0.9461713
8019-ENHXU,42,99.45,1,0.914884
5167-GBFRE,4,25.2,1,0.98381895
9033-EOXWV,12,74.05,1,0.9433108
4673-KKSLS,31,87.6,1,0.97775036
4853-OITSN,5,89.15,1,0.8188096
9800-OUIGR,66,20.0,0,0.22415116
1324-NLTJE,15,55.0,1,0.9891171
2324-EFHVG,64,104.4,0,0.34785423
7094-MSZAO,10,20.05,1,0.9730215
1522-VVDMG,7,89.75,1,0.9267167
6907-CQGPN,29,34.3,1,0.98140955
0780-XNZFN,57,20.65,0,0.2296556
0239-OXEXL,46,84.25,1,0.9539128
2675-IJRGJ,53,19.65,0,0.2296556
7049-GKVZY,17,79.85,1,0.96071017
8577-QSOCG,38,20.2,0,0.12909752
3721-CNZHX,15,19.8,1,0.92471707
0212-ISBBF,22,50.35,1,0.90873027
9185-TQCVP,14,85.15,1,0.85996425
3585-YNADK,57,74.6,1,0.94126
5271-DBYSJ,11,79.15,1,0.9604926
1099-GODLO,1,20.35,0,0.36003086
6828-HMKWP,12,21.05,0,0.2296556
5567-WSELE,3,94.6,1,0.85288155
1472-TNCWL,36,94.7,1,0.87497175
8063-RJYNF,16,94.25,1,0.85026824
0687-ZVTHB,65,72.45,1,0.9616312
2080-GKCWQ,2,74.95,1,0.9614219
9661-ACXBS,42,105.2,1,0.8298517
2193-SFWQW,72,111.95,0,0.15937075
5656-JAMLX,62,19.85,0,0.2296556
3462-BJQQA,6,89.75,1,0.8652262
0442-TDYUO,48,20.05,0,0.12909752
6733-LRIZX,35,108.95,0,0.0525425
9503-XJUME,52,19.65,1,0.9626155
4367-NHWMM,1,24.9,1,0.92738056
3727-RJMEO,6,82.85,1,0.85288155
3779-OSWCF,71,93.2,0,0.17581026
6736-DHUQI,67,84.8,1,0.89886534
3915-ODIYG,60,71.75,1,0.85255677
1360-RCYRT,23,30.35,1,0.9860378
2724-FJDYW,39,54.85,1,0.96788174
4451-RWASJ,15,19.5,1,0.89317876
6646-VRFOL,53,103.85,1,0.8488372
3460-TJBWI,24,24.2,0,0.14750312
5917-HBSDW,37,19.35,1,0.9744598
5685-IIXLY,5,83.6,1,0.8811393
5671-UUNXD,50,100.65,1,0.87654054
0956-ACVZC,54,94.1,1,0.9415425
2325-NBPZG,3,74.55,1,0.85745573
4250-ZBWLV,68,108.45,1,0.91942674
4482-FTFFX,5,56.15,1,0.98347694
8859-DZTGQ,33,20.35,0,0.16323856
0440-MOGPM,41,80.55,1,0.91248465
0020-JDNXP,34,61.25,1,0.91185904
3752-CQSJI,13,20.45,1,0.93061644
5025-GOOKI,20,18.9,1,0.9730215
4698-KVLLG,51,19.6,0,0.22415116
5095-AESKG,3,91.5,1,0.94973826
2887-JPYLU,41,45.2,1,0.99117273
4770-QAZXN,13,19.45,1,0.9884002
4896-CPRPF,35,25.45,0,0.20911789
1871-MOWRM,12,80.85,1,0.99038357
9714-EDSUC,4,94.9,1,0.91647136
2027-OAQQC,43,49.05,1,0.9836092
0282-NVSJS,12,29.3,1,0.94690365
9090-SGQXL,68,105.3,1,0.8488372
6595-YGXIT,25,88.95,1,0.8488372
7353-YOWFP,7,20.25,1,0.92471707
9835-ZIITK,66,110.85,1,0.85745543
8008-ESFLK,53,110.5,1,0.9014284
7537-CBQUZ,63,109.4,1,0.97141975
1555-DJEQW,70,114.2,0,0.12542893
5649-TJHOV,27,36.5,1,0.9900585
0519-XUZJU,1,70.75,1,0.9699223
3363-EWLGO,5,19.95,1,0.9744598
4750-UKWJK,37,19.6,1,0.92471707
6338-AVWCY,3,40.15,1,0.8999094
1689-YQBYY,12,76.6,1,0.85996425
4487-ZYJZK,38,19.6,1,0.9626155
2959-FENLU,9,85.3,1,0.9604926
0708-LGSMF,13,65.85,1,0.8892625
9253-QXKBE,29,94.45,1,0.85288155
7634-HLQJR,47,20.05,0,0.22415116
0487-RPVUM,61,99.4,1,0.9879103
4079-ULGFR,16,20.0,1,0.9744598
2516-XSJKX,41,78.45,0,0.13971119
0057-QBUQH,43,25.1,0,0.11619615
9445-SZLCH,36,97.35,1,0.9740123
6599-SFQVE,6,55.0,1,0.91754293
8331-ZXFOE,58,71.1,1,0.8391178
4003-FUSHP,19,61.55,1,0.97547466
0356-ERHVT,11,45.9,1,0.98562235
7325-ENZFI,39,40.3,1,0.8734271
4884-ZTHVF,8,87.1,1,0.8888982
3920-HIHMQ,26,49.5,1,0.89928263
3055-OYMSE,53,73.8,1,0.9592652
0613-WUXUM,70,19.2,0,0.12909752
7568-PODML,1,45.3,1,0.9160431
4458-KVRBJ,59,25.0,0,0.14750312
5349-IECLD,2,94.95,1,0.95922744
1397-XKKWR,7,35.3,1,0.840504
3945-GFWQL,12,44.55,1,0.91754293
8097-OMULG,59,76.75,1,0.96525186
6013-BHCAW,61,81.0,0,0.33069012
0401-WDBXM,72,105.55,0,0.12953025
3387-PLKUI,13,18.8,1,0.9744598
6096-EGVTU,64,24.9,1,0.9159262
3797-VTIDR,1,23.45,1,0.92738056
5081-NWSUP,10,64.9,1,0.9474063
2580-ATZSQ,65,61.35,1,0.92155206
8085-MSNLK,62,113.95,0,0.11173926
9691-HKOVS,55,90.15,1,0.8407596
9881-VCZEP,25,54.1,1,0.9635446
9526-BIHHD,1,29.7,1,0.9725267
8757-TFHHJ,1,49.8,1,0.9874319
4523-WXCEF,59,101.1,1,0.95571697
1468-DEFNC,64,24.4,0,0.21700123
5119-KEPFY,36,95.0,1,0.97130144
8364-TRMMK,3,50.65,1,0.89928263
0916-KNFAJ,61,69.9,0,0.09240254
8319-QBEHW,26,39.95,1,0.9237497
3063-QFSZL,1,55.4,1,0.9350587
8775-LHDJH,1,90.6,1,0.88624394
9625-QNLUX,68,103.25,0,0.11479225
3097-NQYSN,2,86.85,1,0.85288155
4024-CSNBY,72,94.25,0,0.118818246
7110-BDTWG,71,47.05,0,0.1867995
7493-GVFIO,57,20.55,0,0.22415116
0690-SRQID,4,19.65,1,0.93061644
9605-WGJVW,1,70.2,1,0.9082823
9114-DPSIA,72,81.0,0,0.17771581
4700-UBQMV,21,75.9,1,0.9378216
7711-GQBZC,71,24.7,0,0.20911789
3565-UNOCC,29,99.05,1,0.97480696
4627-MIHJH,69,110.25,0,0.15704142
9795-NREXC,64,85.0,0,0.11147016
8573-CGOCC,16,19.75,1,0.9884002
7356-AYNJP,4,23.9,1,0.9159262
9249-FXSCK,52,111.25,1,0.8814619
5493-SDRDQ,2,55.1,1,0.91445166
6286-SUUWT,1,19.95,1,0.97885895
4819-HJPIW,18,25.15,1,0.9669038
8654-DHAOW,2,54.15,1,0.9635446
5438-QMDDL,19,59.8,1,0.9150992
9812-GHVRI,40,83.85,1,0.98554206
5553-AOINX,66,104.9,1,0.8910016
1228-ZLNBX,21,75.3,1,0.9523744
4226-KKDON,8,66.65,1,0.9466473
3831-YCPUO,72,109.5,0,0.11109802
7445-WMRBW,48,73.85,1,0.9209618
3308-DGHKL,69,19.3,0,0.23808008
9924-JPRMC,72,118.2,0,0.0525425
0080-EMYVY,14,51.45,1,0.9467775
6218-KNUBD,6,59.45,1,0.96775025
7337-CINUD,8,19.5,0,0.2296556
7609-NRNCA,17,19.55,1,0.92471707
0623-EJQEG,65,93.55,1,0.8825633
7153-CHRBV,57,59.3,1,0.76416147
0871-URUWO,13,102.25,1,0.9458044
9190-MFJLN,19,95.9,1,0.95604247
6198-PNNSZ,56,109.8,1,0.94545615
3317-VLGQT,14,78.1,1,0.88443696
4132-POCZS,52,39.9,1,0.8892625
5614-DNZCE,58,64.9,0,0.13570003
1095-JUDTC,47,95.05,1,0.92063856
3896-RCYYE,67,53.4,1,0.97580487
9638-JIQYA,2,24.9,1,0.96908915
3258-SANFR,6,44.7,1,0.98862386
3726-TBHQT,71,114.0,0,0.11146365
3190-ITQXP,46,20.25,0,0.2296556
0870-VEMYL,5,53.85,1,0.99274737
4833-QTJNO,67,83.85,1,0.9869219
3039-MJSLN,3,20.2,1,0.98833627
0178-CIIKR,3,19.95,1,0.9744598
5385-SUIRI,52,104.2,1,0.81010514
3982-XWFZQ,42,50.25,1,0.89928263
5774-QPLTF,50,20.35,1,0.89317876
2322-VCZHZ,23,90.0,1,0.8535155
5010-IPEAQ,67,54.2,0,0.1652372
4009-ALQFH,25,99.5,1,0.8888982
6383-ZTSIW,39,99.1,1,0.91251826
8990-YOZLV,69,66.9,0,0.07376966
3069-SSVSN,1,25.85,1,0.96748626
5222-IMUKT,32,91.05,1,0.95922744
3627-FCRDW,9,71.0,1,0.9614219
7562-GSUHK,16,93.2,1,0.9592652
6685-XSHHU,60,20.95,0,0.23808008
8901-UPRHR,72,109.2,0,0.33035162
4903-UYAVB,5,19.35,1,0.9744598
0118-JPNOY,26,85.8,1,0.96032184
6776-TLWOI,3,19.85,1,0.9744598
3845-FXCYS,2,19.65,1,0.93061644
5857-XRECV,2,20.5,1,0.958358
0725-CXOTM,36,89.65,1,0.9195262
4343-EJVQB,7,74.35,1,0.95891
9000-PLFUZ,60,49.45,0,0.2933116
3427-GGZZI,19,89.1,1,0.8560817
7779-ORAEL,45,75.15,0,0.17771581
0644-OQMDK,4,70.65,1,0.88443696
4077-CROMM,31,104.2,1,0.9229363
3154-CFSZG,47,90.05,1,0.95891
2868-MZAGQ,1,79.25,1,0.9082823
4847-QNOKA,1,44.9,1,0.9923253
2220-IAHLS,1,19.4,1,0.9937577
1658-XUHBX,59,88.75,1,0.9512381
6379-RXJRQ,10,70.1,1,0.88443696
2378-HTWFW,35,91.0,1,0.9854283
8650-RHRKE,4,29.65,1,0.90799767
4377-VDHYI,32,90.8,1,0.83306444
